"","SVM_LABEL","SVM_PROB"
"1","-1",0.599469710291905
"2","1",0.764813181279222
"3","1",0.613865507881771
"4","1",0.735430595227057
"5","1",0.649851483814585
"6","1",0.569513246342574
"7","1",0.674240558666592
"8","1",0.521559122256332
"9","1",0.647377052326757
"10","1",0.613865507881771
"11","-1",0.784225959893489
"12","-1",0.538334064927188
"13","1",0.520844787368494
"14","1",0.729527373081899
"15","1",0.791830729226133
"16","1",0.562197293325673
"17","1",0.613865507881771
"18","1",0.661108684474728
"19","1",0.619808583519831
"20","-1",0.66722446080789
"21","1",0.640988800886464
"22","-1",0.527687505788429
"23","1",0.617202197501234
"24","1",0.713720164687103
"25","1",0.518998166116405
"26","1",0.656650449206156
"27","1",0.59494211456347
"28","1",0.653563319778418
"29","1",0.554893114078403
"30","1",0.608900003968074
"31","1",0.613865507881771
"32","1",0.654804681394426
"33","1",0.589034935940226
"34","1",0.613865507881771
"35","1",0.608437685101036
"36","1",0.566759771412803
"37","-1",0.538986622539536
"38","-1",0.5
"39","1",0.680618101255801
"40","1",0.521559122256332
"41","-1",0.538334064927188
"42","1",0.520844787368494
"43","1",0.613865507881771
"44","1",0.653563319778418
"45","1",0.841989696493859
"46","1",0.613865507881771
"47","1",0.937129856039326
"48","1",0.764813181279222
"49","1",0.653563319778418
"50","1",0.794721212779419
"51","-1",0.5
"52","-1",0.665393744371127
"53","1",0.608437685101036
"54","1",0.659666999359939
"55","1",0.518617810934995
"56","1",0.549055347752857
"57","1",0.710587854838396
"58","1",0.735430595227057
"59","1",0.670478711594168
"60","1",0.8449497893539
"61","1",0.797684382249663
"62","1",0.808129586608845
"63","1",0.52612785792177
"64","1",0.659666999359939
"65","1",0.710587854838396
"66","1",0.823877498844389
"67","1",0.528502206919454
"68","1",0.636306364180667
"69","1",0.724890022373391
"70","1",0.518998166116405
"71","-1",0.517887776160806
"72","1",0.764813181279222
"73","1",0.642003422579349
"74","1",0.632109928679726
"75","1",0.847405879124799
"76","1",0.81427962141411
"77","1",0.653563319778418
"78","1",0.847405879124799
"79","-1",0.745847525961226
"80","-1",0.5
"81","1",0.699786521637069
"82","1",0.842660494355909
"83","1",0.842660494355909
"84","1",0.842660494355909
"85","1",0.764233618418465
"86","1",0.613865507881771
"87","-1",0.559481012979106
"88","1",0.713720164687103
"89","1",0.735430595227057
"90","1",0.649851483814585
"91","-1",0.509156965061899
"92","1",0.569513246342574
"93","1",0.520844787368494
"94","1",0.729527373081899
"95","1",0.661108684474728
"96","1",0.684549236612318
"97","-1",0.66722446080789
"98","1",0.530570307902783
"99","1",0.617202197501234
"100","1",0.653563319778418
"101","1",0.653563319778418
"102","1",0.656650449206156
"103","1",0.653563319778418
"104","1",0.59494211456347
"105","1",0.653563319778418
"106","1",0.653563319778418
"107","1",0.653563319778418
"108","1",0.653563319778418
"109","1",0.653563319778418
"110","1",0.653563319778418
"111","1",0.653563319778418
"112","1",0.653563319778418
"113","1",0.653563319778418
"114","1",0.653563319778418
"115","1",0.653563319778418
"116","1",0.670658858476074
"117","1",0.613865507881771
"118","1",0.613865507881771
"119","-1",0.538986622539536
"120","-1",0.5
"121","1",0.613865507881771
"122","-1",0.640924327980803
"123","1",0.524964465373591
"124","1",0.690466791519255
"125","1",0.621732415417447
"126","1",0.729472391098833
"127","1",0.689583486131827
"128","1",0.578843240882121
"129","-1",0.589004299876468
"130","1",0.703497859694654
"131","1",0.613865507881771
"132","1",0.549055347752857
"133","1",0.609950375860672
"134","-1",0.659241467354111
"135","-1",0.663076292946839
"136","1",0.772971395121766
"137","-1",0.590023079575936
"138","1",0.653752614193725
"139","1",0.735273933609724
"140","-1",0.5
"141","1",0.819575601295507
"142","1",0.613865507881771
"143","1",0.613865507881771
"144","1",0.542918447870289
"145","1",0.729472391098833
"146","1",0.613865507881771
"147","1",0.584460191698406
"148","1",0.568442368543157
"149","1",0.80429301815247
"150","1",0.853042734177947
"151","1",0.972376112346425
"152","1",0.535954190316504
"153","1",0.764813181279222
"154","1",0.653563319778418
"155","1",0.535954190316504
"156","1",0.701003757076732
"157","1",0.558680243480234
"158","-1",0.509156965061899
"159","1",0.608437685101036
"160","-1",0.599469710291905
"161","1",0.735430595227057
"162","1",0.649851483814585
"163","1",0.569513246342574
"164","-1",0.784225959893489
"165","1",0.520844787368494
"166","1",0.729527373081899
"167","1",0.791830729226133
"168","1",0.562197293325673
"169","1",0.661108684474728
"170","1",0.619808583519831
"171","-1",0.66722446080789
"172","1",0.640988800886464
"173","-1",0.527687505788429
"174","1",0.656650449206156
"175","1",0.59494211456347
"176","1",0.554893114078403
"177","1",0.608900003968074
"178","1",0.566759771412803
"179","-1",0.538986622539536
"180","-1",0.5
"181","1",0.608437685101036
"182","1",0.764813181279222
"183","1",0.613865507881771
"184","-1",0.713126530957844
