id	Username	Text	Date	Retweets	Favorites	Mentions	Hashtags	Geo	Permalink
20592949989482496	CozmicGeeQ	 hey queezy hey queezy asthma 	2010-12-30	0	0				https://twitter.com/CozmicGeeQ/status/20592949989482496
20325581518282752	Wreckless_YON	 simply_msnette whateva miss imma need asthma pump got damn dollar nails sorry flashback	2010-12-29	0	0	@Simply_MsNette			https://twitter.com/Wreckless_YON/status/20325581518282752
20193800743813120	_fatale	 scaffbeezy got pumps aint got medicine haha asthma 	2010-12-29	0	0	@scaffbeezy			https://twitter.com/_fatale/status/20193800743813120
19722812025475076	soulfulcubana	 bad asthma attack mornin	2010-12-28	0	0				https://twitter.com/soulfulcubana/status/19722812025475076
18478660629565440	deblovesphotos	 christiesays asthma attack last nightbut im ok now merry christmas amber	2010-12-24	0	0	@ChristieSays			https://twitter.com/deblovesphotos/status/18478660629565440
15159046365511680	BSBALLUMP	 allergy shots x allergy asthma specialists naples http sqcom dgovm	2010-12-15	0	0	@Allergy			https://twitter.com/BSBALLUMP/status/15159046365511680
14347761373675520	bryanbalak	 im suncoast allergy asthma center pl rd ave e bradenton http sqcomdksf p	2010-12-13	0	0				https://twitter.com/bryanbalak/status/14347761373675520
3505573005889536	Eddiebmusician	 asthma getting bit better	2010-11-13	0	0				https://twitter.com/Eddiebmusician/status/3505573005889536
1064561142661120	Konfidently_Me	 ova right now yeah said been hang up flatscreeeeeenhaha plasma hey markie hey markie asthma	2010-11-06	0	0				https://twitter.com/Konfidently_Me/status/1064561142661120
29595495118	BSBALLUMP	 allergy shot x today allergy asthma specialists naples http sqcom dgovm	2010-11-03	0	0	@Allergy			https://twitter.com/BSBALLUMP/status/29595495118
29280350806	chunckeyy	 thinking shit serious prayfordemi prayforthemkidsinafrica girl asthma attack ppl calm	2010-10-31	2	0		#prayfordemi #prayforthemkidsinAfrica		https://twitter.com/chunckeyy/status/29280350806
28995425537	chicaScientific	 cohort children born found correlation asthma antibiotics st yr life	2010-10-28	0	0				https://twitter.com/chicaScientific/status/28995425537
28987689799	chicaScientific	 excessive use antibiotics children associated increased asthma skin conditions	2010-10-28	0	0				https://twitter.com/chicaScientific/status/28987689799
28987640470	chicaScientific	 davidartisasmbenmicrotslp expression associated asthma atopic dermatitis humans microbiome effects	2010-10-28	0	0	@ASMBenMicro			https://twitter.com/chicaScientific/status/28987640470
27992336444	major2829	 sick asthma may never wretched disease feel like suffocating andor drowning regular basis	2010-10-20	0	0				https://twitter.com/major2829/status/27992336444
27030635409	bryanbalak	 im suncoast allergy asthma center pl rd ave e bradenton http sqcomdksf p	2010-10-11	0	0				https://twitter.com/bryanbalak/status/27030635409
26002309082	BSBALLUMP	 allergy shot x allergy asthma specialists naples http sqcom dgovm	2010-09-30	0	0	@Allergy			https://twitter.com/BSBALLUMP/status/26002309082
25222353348	Mrs_Matta	 im florida center allergy asthma care http sqcomapfgyr	2010-09-22	0	0				https://twitter.com/Mrs_Matta/status/25222353348
24380041826	bryanbalak	 knock knock suncoast allergy asthma center pl http sqcomdksf p	2010-09-13	0	0	@Suncoast			https://twitter.com/bryanbalak/status/24380041826
23227247318	33180	 womens jewelry business honors little sister lost asthma httpbitlybrvvci via httpoutsidein 	2010-09-07	0	0				https://twitter.com/33180/status/23227247318
23124547768	33314	 womens jewelry business honors little sister lost asthma httpbitlydgtxpr via httpoutsidein 	2010-09-06	0	0				https://twitter.com/33314/status/23124547768
23050001022	33181	 womens jewelry business honors little sister lost asthma httpbitly qmpev via httpoutsidein 	2010-09-05	0	0				https://twitter.com/33181/status/23050001022
23039971496	33179	 womens jewelry business honors little sister lost asthma httpbitlycqppkl via httpoutsidein 	2010-09-05	0	0				https://twitter.com/33179/status/23039971496
22016029105	whitneyjweiss	 ousted ijeffry mayor florida center allergy asthma care foursquare http sqcom s jl	2010-08-24	0	0	@ijeffry @foursquare			https://twitter.com/whitneyjweiss/status/22016029105
21639482888	SwallowMe_Whole	 think ima chase uh big fuckin dumby cause got asthma cant run far 	2010-08-20	0	0				https://twitter.com/SwallowMe_Whole/status/21639482888
21599639983	BSBALLUMP	 im allergy asthma specialists naples goodlette road north suite naples http sqcom dgovm	2010-08-19	0	0				https://twitter.com/BSBALLUMP/status/21599639983
21575101298	bryanbalak	 im suncoast allergy asthma center pl rd ave e bradenton http sqcomdksf p	2010-08-19	0	0				https://twitter.com/bryanbalak/status/21575101298
21573730575	whitneyjweiss	 hellllppppmeeee florida center allergy asthma care http sqcom s jl	2010-08-19	0	0	@Florida			https://twitter.com/whitneyjweiss/status/21573730575
21206314161	ferdy9338	 brandonrofl see one asthma inhalers stress knocked ticker whack d passed quickly though	2010-08-15	0	0	@brandonrofl			https://twitter.com/ferdy9338/status/21206314161
20523037246	ashnikkim	 stepdad jus went gt whole house smelln lik cus cus gt damn asthma actn smhh	2010-08-06	0	0				https://twitter.com/ashnikkim/status/20523037246
20018351732	ferdy9338	 ieatu_rawr whew glad hear that asthma joke kid thats ive lived miami since 	2010-07-31	0	0	@iEATu_rawr			https://twitter.com/ferdy9338/status/20018351732
19545940097	xOFFICIALDK	 asthma attack seeing ginormous toad front mr_fam uz house nasty httpmylocme jwwr	2010-07-26	0	0	@mr_fam0uz			https://twitter.com/xOFFICIALDK/status/19545940097
16891395598	hollistrchick24	 lot lovemaking unblock stuffy nose sex natural antihistamine help combat asthma hay fever	2010-06-23	0	0				https://twitter.com/hollistrchick24/status/16891395598
16125892886	igorgue	 zahnster sucks gonna ok i asthma 	2010-06-14	0	0	@zahnster			https://twitter.com/igorgue/status/16125892886
