Nevada.txt,2010,23,0
alt_Kansas.txt,2010,0,0
New Hampshire.txt,2010,5,0
alt_South Dakota.txt,2010,0,1
alt_Montana.txt,2010,0,0
Nebraska.txt,2010,2,0
alt_Missouri.txt,2010,2,0
alt_Alabama.txt,2010,2,3
alt_Maine.txt,2010,0,0
alt_Oregon.txt,2010,1,0
Rhode Island.txt,2010,5,3
Delaware.txt,2010,2,0
alt_North Dakota.txt,2010,2,0
Iowa.txt,2010,9,0
South Dakota.txt,2010,3,0
Texas.txt,2010,149,53
alt_Florida.txt,2010,4,4
alt_Puerto Rico.txt,2010,0,0
Mississippi.txt,2010,17,1
alt_New York.txt,2010,14,2
alt_Arizona.txt,2010,1,3
alt_Indiana.txt,2010,0,0
alt_Nevada.txt,2010,1,0
alt_Tennessee.txt,2010,0,3
alt_Michigan.txt,2010,2,2
Minnesota.txt,2010,11,3
alt_Oklahoma.txt,2010,2,0
Ohio.txt,2010,60,1
Michigan.txt,2010,86,12
Georgia.txt,2010,97,6
Oregon.txt,2010,13,3
Colorado.txt,2010,20,0
alt_District Of Columbia.txt,2010,1,0
alt_California.txt,2010,9,2
Maryland.txt,2010,77,1
alt_Wyoming.txt,2010,0,0
Florida.txt,2010,95,13
Arizona.txt,2010,28,5
alt_Massachusetts.txt,2010,2,3
alt_Virginia.txt,2010,2,0
Hawaii.txt,2010,8,0
Indiana.txt,2010,27,0
Wyoming.txt,2010,0,5
alt_South Carolina.txt,2010,8,4
alt_Delaware.txt,2010,0,1
alt_Iowa.txt,2010,0,0
alt_New Hampshire.txt,2010,0,0
alt_Vermont.txt,2010,0,0
Massachusetts.txt,2010,46,1
alt_Pennsylvania.txt,2010,4,3
Montana.txt,2010,0,0
alt_Texas.txt,2010,6,2
alt_Utah.txt,2010,2,0
alt_Illinois.txt,2010,2,2
alt_Kentucky.txt,2010,0,0
alt_Louisiana.txt,2010,2,0
alt_West Virginia.txt,2010,1,1
Virginia.txt,2010,60,8
New Mexico.txt,2010,4,0
alt_North Carolina.txt,2010,2,7
alt_Nebraska.txt,2010,0,0
Alaska.txt,2010,0,0
Kentucky.txt,2010,15,5
Oklahoma.txt,2010,34,4
.txt,2010,0,0
West Virginia.txt,2010,2,1
California.txt,2010,202,36
Missouri.txt,2010,30,1
alt_Minnesota.txt,2010,1,0
Louisiana.txt,2010,67,4
Maine.txt,2010,0,1
alt_Colorado.txt,2010,2,0
Kansas.txt,2010,5,0
New Jersey.txt,2010,66,5
alt_Alaska.txt,2010,0,0
alt_Arkansas.txt,2010,1,0
South Carolina.txt,2010,27,1
alt_Winsconsin.txt,2010,3,0
alt_Georgia.txt,2010,6,2
Illinois.txt,2010,66,1
alt_New Jersey.txt,2010,9,3
Tennessee.txt,2010,35,5
Arkansas.txt,2010,5,0
alt_Maryland.txt,2010,5,2
Connecticut.txt,2010,16,0
Utah.txt,2010,13,0
Alabama.txt,2010,0,0
Washington.txt,2010,21,3
Pennsylvania.txt,2010,119,11
alt_Rhode Island.txt,2010,0,0
alt_New Mexico.txt,2010,1,0
Idaho.txt,2010,2,0
alt_Ohio.txt,2010,4,0
alt_Mississippi.txt,2010,0,0
alt_Washington.txt,2010,1,0
alt_Idaho.txt,2010,0,0
North Carolina.txt,2010,43,2
New York.txt,2010,197,21
Winsconsin.txt,2010,32,1
alt_Hawaii.txt,2010,1,0
North Dakota.txt,2010,3,0
Vermont.txt,2010,3,0
Puerto Rico.txt,2010,3,0
alt_Connecticut.txt,2010,2,0
District Of Columbia.txt,2010,24,1
Nevada.txt,2011,20,1
alt_Kansas.txt,2011,1,0
New Hampshire.txt,2011,5,1
alt_South Dakota.txt,2011,1,0
alt_Montana.txt,2011,0,0
Nebraska.txt,2011,14,6
alt_Missouri.txt,2011,5,0
alt_Alabama.txt,2011,5,1
alt_Maine.txt,2011,0,1
alt_Oregon.txt,2011,0,0
Rhode Island.txt,2011,22,13
Delaware.txt,2011,41,0
