Nevada.txt,2010,26,4
alt_Kansas.txt,2010,19,4
New Hampshire.txt,2010,19,0
alt_South Dakota.txt,2010,3,0
alt_Montana.txt,2010,0,0
Nebraska.txt,2010,4,0
alt_Missouri.txt,2010,18,3
alt_Alabama.txt,2010,19,0
alt_Maine.txt,2010,1,1
alt_Oregon.txt,2010,552,1
Rhode Island.txt,2010,5,1
Delaware.txt,2010,4,2
alt_North Dakota.txt,2010,0,0
Iowa.txt,2010,31,2
South Dakota.txt,2010,5,0
Texas.txt,2010,216,39
alt_Florida.txt,2010,49,5
alt_Puerto Rico.txt,2010,1,1
Mississippi.txt,2010,29,2
alt_New York.txt,2010,42,11
alt_Arizona.txt,2010,16,8
alt_Indiana.txt,2010,16,3
alt_Nevada.txt,2010,2,0
alt_Tennessee.txt,2010,19,3
alt_Michigan.txt,2010,31,2
Minnesota.txt,2010,44,4
alt_Oklahoma.txt,2010,6,0
Ohio.txt,2010,118,18
Michigan.txt,2010,77,17
Georgia.txt,2010,71,23
Oregon.txt,2010,41,12
Colorado.txt,2010,24,3
alt_District Of Columbia.txt,2010,5,1
alt_California.txt,2010,108,16
Maryland.txt,2010,85,11
alt_Wyoming.txt,2010,0,0
Florida.txt,2010,279,32
Arizona.txt,2010,99,12
alt_Massachusetts.txt,2010,21,1
alt_Virginia.txt,2010,16,4
Hawaii.txt,2010,8,2
Indiana.txt,2010,49,9
Wyoming.txt,2010,2,1
alt_South Carolina.txt,2010,28,3
alt_Delaware.txt,2010,0,0
alt_Iowa.txt,2010,3,0
alt_New Hampshire.txt,2010,5,1
alt_Vermont.txt,2010,1,0
Massachusetts.txt,2010,71,12
alt_Pennsylvania.txt,2010,28,8
Montana.txt,2010,1,0
alt_Texas.txt,2010,75,24
alt_Utah.txt,2010,5,0
alt_Illinois.txt,2010,34,6
alt_Kentucky.txt,2010,13,4
alt_Louisiana.txt,2010,14,2
alt_West Virginia.txt,2010,4,0
Virginia.txt,2010,92,14
New Mexico.txt,2010,18,2
alt_North Carolina.txt,2010,33,5
alt_Nebraska.txt,2010,4,0
Alaska.txt,2010,0,0
Kentucky.txt,2010,62,6
Oklahoma.txt,2010,24,4
West Virginia.txt,2010,7,2
California.txt,2010,413,74
Missouri.txt,2010,123,4
alt_Minnesota.txt,2010,7,0
Louisiana.txt,2010,53,16
Maine.txt,2010,17,1
alt_Colorado.txt,2010,9,1
Kansas.txt,2010,31,6
New Jersey.txt,2010,145,13
Wisconsin.txt,2010,49,6
alt_Alaska.txt,2010,0,0
alt_Arkansas.txt,2010,5,0
South Carolina.txt,2010,80,8
alt_Winsconsin.txt,2010,10,1
alt_Georgia.txt,2010,30,2
Illinois.txt,2010,114,17
alt_New Jersey.txt,2010,16,1
Tennessee.txt,2010,95,16
Arkansas.txt,2010,20,2
