"","SVM_LABEL","SVM_PROB"
"1","1",0.679292361122173
"2","1",0.613865507881771
"3","1",0.776148265382214
"4","1",0.544384448896459
"5","1",0.643355554159997
"6","-1",0.608775897254879
"7","1",0.654804681394426
"8","1",0.613865507881771
"9","1",0.531166177290645
"10","1",0.613865507881771
"11","1",0.746698541493604
"12","1",0.642604881826533
"13","1",0.654804681394426
"14","1",0.613865507881771
"15","1",0.646821308031311
"16","-1",0.506743356573724
"17","1",0.735726814287036
"18","1",0.534021652936273
"19","1",0.762487648897845
"20","1",0.625170458960832
"21","-1",0.668024001048699
"22","1",0.584959844530111
"23","-1",0.660780909475894
"24","1",0.591554061197027
"25","1",0.803825051762531
"26","1",0.512557294493239
"27","-1",0.631391330693084
"28","1",0.663988901154726
"29","1",0.738275663011313
"30","1",0.770905689538351
"31","1",0.593933920841057
"32","1",0.677155568549601
"33","1",0.582852506359675
"34","1",0.613865507881771
"35","1",0.780361389501909
"36","1",0.613865507881771
"37","1",0.751183320496612
"38","1",0.671296729930854
"39","1",0.613865507881771
"40","1",0.709292041251576
"41","-1",0.825113970550619
"42","-1",0.627844472456786
"43","1",0.764863138948564
"44","-1",0.836500890701776
"45","1",0.576799429287842
"46","1",0.685608089160275
"47","-1",0.818730487039271
"48","1",0.759105403102565
"49","1",0.836839470955434
"50","-1",0.601754043514474
"51","1",0.653563319778418
"52","1",0.599207989062404
"53","1",0.613865507881771
"54","-1",0.574889307839118
"55","1",0.547020640329706
"56","1",0.660365596442883
"57","1",0.619950168580871
"58","1",0.653563319778418
"59","1",0.65822745034295
"60","1",0.560191919518451
"61","1",0.66595838560392
"62","1",0.542530255335699
"63","1",0.771481535590824
"64","1",0.710522031408452
"65","1",0.729472391098833
"66","-1",0.562007477067251
"67","1",0.613865507881771
"68","1",0.804993616214805
"69","-1",0.633804995473784
"70","-1",0.846502979163555
"71","1",0.946010853410402
"72","-1",0.663076292946839
"73","1",0.763608140212757
"74","1",0.600080947199458
"75","1",0.613865507881771
"76","1",0.659832018742619
"77","-1",0.956967545546288
"78","1",0.589026103914556
"79","-1",0.5
"80","1",0.668053632536061
"81","-1",0.633980547918122
"82","1",0.735726814287036
"83","-1",0.506743356573724
"84","1",0.580721425168206
"85","1",0.613865507881771
"86","-1",0.529620474232136
"87","-1",0.607113112013507
"88","1",0.518998166116405
"89","1",0.678170767830703
"90","-1",0.600609145962044
"91","1",0.508549360907503
"92","1",0.66559681792717
"93","1",0.613865507881771
"94","1",0.57122944656932
"95","-1",0.655429349830784
"96","1",0.651506485240912
"97","1",0.613865507881771
"98","1",0.561381710950613
"99","-1",0.665393744371127
"100","1",0.559595002726776
"101","1",0.707777071148811
"102","1",0.794510559396116
"103","1",0.674068536127636
"104","1",0.54787450566096
"105","1",0.710984183183074
"106","-1",0.55140431325036
"107","1",0.665311487317991
"108","1",0.533061182458409
"109","1",0.623231358042375
"110","1",0.687279029935099
"111","1",0.653563319778418
"112","-1",0.620330220181262
"113","1",0.576703388191737
"114","1",0.626702832077245
"115","-1",0.627844472456786
"116","1",0.584959844530111
"117","1",0.613865507881771
"118","1",0.696445206972069
"119","-1",0.565290398078045
"120","1",0.520844787368494
"121","1",0.797237208339714
"122","1",0.896684509830033
